payer,code,hospital_name,code_type,hospital_state,cms_baseline_rate,hospital_rate,payer_standard_charge_gross,payer_standard_charge_discounted_cash,payer_standard_charge_negotiated_dollar,payer_standard_charge_negotiated_percentage,payer_standard_charge_min,payer_standard_charge_max,payer_standard_charge_methodology
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,2182.13,414.6,2182.13,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,71.09,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,326.6,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2560.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,5106.17,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2182.13,100.0,,,percent of total billed charges
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,5106.17,970.17,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,NYU Langone,CPT,NY,76.89,76.58,2182.13,414.6,2490.0,,,,case rate
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,77.29,1400.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,77.29,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,77.29,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,276.89,70.0,1400.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,276.89,70.0,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,276.89,70.0,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,57.97,1400.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,57.97,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,57.97,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,65.7,1400.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,65.7,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,65.7,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,46.39,1400.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,46.39,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Aetna,99283,The Mount Sinai Hospital,CPT,NY,76.21,46.39,2100.0,329.95,329.95,,78.0,395.94,fee schedule
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,155.38,265.18,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,796.23,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,17412.69,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,1069.0,73.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,10932.22,33.3,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,32829.5,6237.61,13788.39,42.0,,,percent of total billed charges
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,,,6034.0,,,,case rate
Cigna,43239,NYU Langone,CPT,NY,424.76,772.22,1464.39,278.23,6034.0,,,,case rate
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,141.42,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,141.42,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,141.42,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,253.26,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,49.06,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,49.06,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,49.06,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,57.66,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,57.66,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,57.66,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,65.82,301.08,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,65.82,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,65.82,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,276.89,1902.0,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,276.89,1902.0,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,276.89,1902.0,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,243.15,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,243.15,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,243.15,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,78.59,301.08,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,76.89,57.66,3744.0,2433.6,1797.0,,225.0,1797.0,other
Cigna,99283,Montefiore Medical Center,CPT,NY,76.89,57.66,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,99283,Montefiore Medical Center,CPT,NY,76.89,57.66,385.0,250.25,301.08,,64.75,366.24,fee schedule
Cigna,872,Montefiore Medical Center,MS-DRG,NY,6829.75,47574.46,,,44909.82,,24034.78,79673.06,case rate
